詩歌ID,作者,標題,人物,提及次數
王周著_52. 施南太守以猿兒為寄作詩答之,王周著,52. 施南太守以猿兒為寄作詩答之,太守,256
劉兼著_32. 宴游池館,劉兼著,32. 宴游池館,座客,18
劉兼著_46. 寄滑州文秀大師,劉兼著,46. 寄滑州文秀大師,文秀,5
劉兼著_49. 偶有下殤，因而自遣,劉兼著,49. 偶有下殤，因而自遣,太守,256
劉兼著_51. 去年今日,劉兼著,51. 去年今日,太守,256
孫元晏著_13. 吳：張紘,孫元晏著,13. 吳：張紘,張紘,1
孫元晏著_52. 齊：王倫之,孫元晏著,52. 齊：王倫之,太守,256
孫元晏著_56. 梁：馬仙埤,孫元晏著,56. 梁：馬仙埤,太守,256
孫元晏著_70. 陳：望仙閣,孫元晏著,70. 陳：望仙閣,孔氏,2
李曜著_11. 贈吳圓,李曜著,11. 贈吳圓,吳圓,1
吳圓著_12. 答李曜,吳圓著,12. 答李曜,李曜,1
安錡著_14. 題賈島墓,安錡著,14. 題賈島墓,賈島,62
胡玢著_18. 石楠樹,胡玢著,18. 石楠樹,清江,88
盧注著_21. 西施,盧注著,21. 西施,西施,70
胡幽貞著_22. 題西施浣紗石,胡幽貞著,22. 題西施浣紗石,西施,70
鄭鏦著_18. 邯鄲俠少年,鄭鏦著,18. 邯鄲俠少年,少年,611
鄭鏦著_21. 入塞曲,鄭鏦著,21. 入塞曲,李都,11
唐暄著_5. 還渭南感舊二首,唐暄著,5. 還渭南感舊二首,李節,3
唐暄著_6. 贈亡妻張氏,唐暄著,6. 贈亡妻張氏,張氏,7
殷陶著_14. 經杜甫舊宅,殷陶著,14. 經杜甫舊宅,杜甫,25
張起著_19. 早過梨嶺，喜雪書情呈崔判官,張起著,19. 早過梨嶺，喜雪書情呈崔判官,無作,13
安鳳著_38. 贈別徐侃,安鳳著,38. 贈別徐侃,徐侃,2
孫咸著_42. 題九天使者廟,孫咸著,42. 題九天使者廟,太守,256
盧鉟著_4. 勖曹生,盧鉟著,4. 勖曹生,曹生,1
唐怡著_6. 述懷,唐怡著,6. 述懷,少年,611
虞羽客著_31. 結客少年場行,虞羽客著,31. 結客少年場行,少年,611
易思著_4. 郡城放猿獻衛使君,易思著,4. 郡城放猿獻衛使君,太守,256
李建樞著_13. 詠月,李建樞著,13. 詠月,少年,611
範夜著_19. 失題,範夜著,19. 失題,李邕,3
盧群玉著_21. 投盧尚書,盧群玉著,21. 投盧尚書,盧尚書,4
李叔卿著_12. 江南曲,李叔卿著,12. 江南曲,少年,611
熊曜著_14. 送楊諫議赴河西節度判官兼呈韓王二侍禦,熊曜著,14. 送楊諫議赴河西節度判官兼呈韓王二侍禦,楊諫,3
吳象之著_11. 少年行,吳象之著,11. 少年行,少年,611
陶拱著_8. 秋日懸清光,陶拱著,8. 秋日懸清光,雲容,18
鄧陟著_24. 珠還合浦,鄧陟著,24. 珠還合浦,太守,256
盧尚書著_2. 哭李遠,盧尚書著,2. 哭李遠,李遠,2
任生著_15. 投曹文姬詩,任生著,15. 投曹文姬詩,曹文姬,1
同穀子著_17. 五子之歌,同穀子著,17. 五子之歌,少年,611
驪山遊人著_27. 題故翠微宮,驪山遊人著,27. 題故翠微宮,樵夫,17
無名氏著_21. 長信宮,無名氏著,21. 長信宮,少年,611
無名氏著_25. 雜詩,無名氏著,25. 雜詩,少年,611
無名氏著_4. 月映清淮流,無名氏著,4. 月映清淮流,利涉,13
無名氏著_14. 望禁苑祥光,無名氏著,14. 望禁苑祥光,卿雲,13
杜甫著_2. 夏夜李尚書筵送宇文石首赴縣聯句,杜甫著,2. 夏夜李尚書筵送宇文石首赴縣聯句,少年,611
杜甫著_2. 夏夜李尚書筵送宇文石首赴縣聯句,杜甫著,2. 夏夜李尚書筵送宇文石首赴縣聯句,杜甫,25
顏真卿著_3. 登峴山觀李左相石尊聯句,顏真卿著,3. 登峴山觀李左相石尊聯句,顏真卿,23
顏真卿著_3. 登峴山觀李左相石尊聯句,顏真卿著,3. 登峴山觀李左相石尊聯句,皎然,71
顏真卿著_3. 登峴山觀李左相石尊聯句,顏真卿著,3. 登峴山觀李左相石尊聯句,吳筠,2
顏真卿著_3. 登峴山觀李左相石尊聯句,顏真卿著,3. 登峴山觀李左相石尊聯句,陸羽,17
顏真卿著_3. 登峴山觀李左相石尊聯句,顏真卿著,3. 登峴山觀李左相石尊聯句,張薦,11
顏真卿著_4. 水堂送諸文士戲贈潘丞聯句,顏真卿著,4. 水堂送諸文士戲贈潘丞聯句,陸羽,17
顏真卿著_4. 水堂送諸文士戲贈潘丞聯句,顏真卿著,4. 水堂送諸文士戲贈潘丞聯句,顏真卿,23
顏真卿著_4. 水堂送諸文士戲贈潘丞聯句,顏真卿著,4. 水堂送諸文士戲贈潘丞聯句,皎然,71
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,顏真卿,23
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,楊凝,5
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,皎然,71
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,耿湋,12
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,陸羽,17
顏真卿著_5. 與耿湋水亭詠風聯句,顏真卿著,5. 與耿湋水亭詠風聯句,楊憑,2
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,顏真卿,23
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,楊凝,5
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,皎然,71
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,耿湋,12
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,陸羽,17
顏真卿著_6. 又溪館聽蟬聯句,顏真卿著,6. 又溪館聽蟬聯句,楊憑,2
顏真卿著_7. 送耿湋拾遺聯句,顏真卿著,7. 送耿湋拾遺聯句,耿湋,12
顏真卿著_7. 送耿湋拾遺聯句,顏真卿著,7. 送耿湋拾遺聯句,顏真卿,23
顏真卿著_7. 送耿湋拾遺聯句,顏真卿著,7. 送耿湋拾遺聯句,太守,256
顏真卿著_8. 五言月夜啜茶聯句,顏真卿著,8. 五言月夜啜茶聯句,顏真卿,23
顏真卿著_8. 五言月夜啜茶聯句,顏真卿著,8. 五言月夜啜茶聯句,張薦,11
顏真卿著_8. 五言月夜啜茶聯句,顏真卿著,8. 五言月夜啜茶聯句,皎然,71
顏真卿著_9. 五言夜宴詠燈聯句,顏真卿著,9. 五言夜宴詠燈聯句,袁高,5
顏真卿著_9. 五言夜宴詠燈聯句,顏真卿著,9. 五言夜宴詠燈聯句,顏真卿,23
顏真卿著_9. 五言夜宴詠燈聯句,顏真卿著,9. 五言夜宴詠燈聯句,張薦,11
顏真卿著_9. 五言夜宴詠燈聯句,顏真卿著,9. 五言夜宴詠燈聯句,皎然,71
顏真卿著_10. 三言喜皇甫曾侍禦見過南樓玩月,顏真卿著,10. 三言喜皇甫曾侍禦見過南樓玩月,陸羽,17
顏真卿著_10. 三言喜皇甫曾侍禦見過南樓玩月,顏真卿著,10. 三言喜皇甫曾侍禦見過南樓玩月,顏真卿,23
顏真卿著_10. 三言喜皇甫曾侍禦見過南樓玩月,顏真卿著,10. 三言喜皇甫曾侍禦見過南樓玩月,皇甫曾,9
顏真卿著_10. 三言喜皇甫曾侍禦見過南樓玩月,顏真卿著,10. 三言喜皇甫曾侍禦見過南樓玩月,皎然,71
顏真卿著_11. 七言重聯句,顏真卿著,11. 七言重聯句,陸羽,17
顏真卿著_11. 七言重聯句,顏真卿著,11. 七言重聯句,顏真卿,23
顏真卿著_11. 七言重聯句,顏真卿著,11. 七言重聯句,皇甫曾,9
顏真卿著_11. 七言重聯句,顏真卿著,11. 七言重聯句,皎然,71
顏真卿著_12. 五言送李侍禦聯句,顏真卿著,12. 五言送李侍禦聯句,顏真卿,23
顏真卿著_12. 五言送李侍禦聯句,顏真卿著,12. 五言送李侍禦聯句,張薦,11
顏真卿著_12. 五言送李侍禦聯句,顏真卿著,12. 五言送李侍禦聯句,皎然,71
顏真卿著_13. 五言玩初月重遊聯句,顏真卿著,13. 五言玩初月重遊聯句,顏真卿,23
顏真卿著_13. 五言玩初月重遊聯句,顏真卿著,13. 五言玩初月重遊聯句,張薦,11
顏真卿著_13. 五言玩初月重遊聯句,顏真卿著,13. 五言玩初月重遊聯句,皎然,71
顏真卿著_14. 五言重送橫飛聯句,顏真卿著,14. 五言重送橫飛聯句,顏真卿,23
顏真卿著_14. 五言重送橫飛聯句,顏真卿著,14. 五言重送橫飛聯句,皎然,71
顏真卿著_15. 五言夜集聯句,顏真卿著,15. 五言夜集聯句,顏真卿,23
顏真卿著_15. 五言夜集聯句,顏真卿著,15. 五言夜集聯句,皎然,71
顏真卿著_16. 三言擬五雜組聯句,顏真卿著,16. 三言擬五雜組聯句,袁高,5
顏真卿著_16. 三言擬五雜組聯句,顏真卿著,16. 三言擬五雜組聯句,顏真卿,23
顏真卿著_17. 三言重擬五雜組聯句,顏真卿著,17. 三言重擬五雜組聯句,顏真卿,23
顏真卿著_17. 三言重擬五雜組聯句,顏真卿著,17. 三言重擬五雜組聯句,張薦,11
顏真卿著_17. 三言重擬五雜組聯句,顏真卿著,17. 三言重擬五雜組聯句,皎然,71
顏真卿著_18. 七言大言聯句,顏真卿著,18. 七言大言聯句,顏真卿,23
顏真卿著_18. 七言大言聯句,顏真卿著,18. 七言大言聯句,張薦,11
顏真卿著_18. 七言大言聯句,顏真卿著,18. 七言大言聯句,皎然,71
顏真卿著_19. 七言小言聯句,顏真卿著,19. 七言小言聯句,顏真卿,23
顏真卿著_19. 七言小言聯句,顏真卿著,19. 七言小言聯句,皎然,71
顏真卿著_20. 七言樂語聯句,顏真卿著,20. 七言樂語聯句,顏真卿,23
顏真卿著_20. 七言樂語聯句,顏真卿著,20. 七言樂語聯句,張薦,11
顏真卿著_20. 七言樂語聯句,顏真卿著,20. 七言樂語聯句,皎然,71
顏真卿著_21. 七言嚵語聯句,顏真卿著,21. 七言嚵語聯句,顏真卿,23
顏真卿著_21. 七言嚵語聯句,顏真卿著,21. 七言嚵語聯句,張薦,11
顏真卿著_21. 七言嚵語聯句,顏真卿著,21. 七言嚵語聯句,皎然,71
顏真卿著_22. 七言滑語聯句,顏真卿著,22. 七言滑語聯句,顏真卿,23
顏真卿著_22. 七言滑語聯句,顏真卿著,22. 七言滑語聯句,李益,21
顏真卿著_22. 七言滑語聯句,顏真卿著,22. 七言滑語聯句,皎然,71
顏真卿著_23. 七言醉語聯句,顏真卿著,23. 七言醉語聯句,陸羽,17
顏真卿著_23. 七言醉語聯句,顏真卿著,23. 七言醉語聯句,顏真卿,23
顏真卿著_23. 七言醉語聯句,顏真卿著,23. 七言醉語聯句,皎然,71
皇甫曾著_2. 建元寺西院寄李員外縱聯句,皇甫曾著,2. 建元寺西院寄李員外縱聯句,皇甫曾,9
皇甫曾著_2. 建元寺西院寄李員外縱聯句,皇甫曾著,2. 建元寺西院寄李員外縱聯句,皎然,71
皇甫曾著_2. 建元寺西院寄李員外縱聯句,皇甫曾著,2. 建元寺西院寄李員外縱聯句,崔子向,11
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,鄭概,3
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,樊珣,1
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,謝良輔,3
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,嚴維,20
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,李清,3
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,呂渭,2
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,吳筠,2
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,陳元初,4
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,鮑防,4
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,丘丹,3
嚴維著_3. 中元日鮑端公宅遇吳天師聯句,嚴維著,3. 中元日鮑端公宅遇吳天師聯句,劉蕃,2
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,鄭概,3
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,謝良輔,3
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,鮑防,4
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,嚴維,20
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,呂渭,2
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,陳元初,4
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,沈仲昌,1
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,丘丹,3
嚴維著_4. 酒語聯句，各分一字,嚴維著,4. 酒語聯句，各分一字,劉蕃,2
嚴維著_5. 一字至九字詩聯句,嚴維著,5. 一字至九字詩聯句,鄭概,3
嚴維著_5. 一字至九字詩聯句,嚴維著,5. 一字至九字詩聯句,嚴維,20
嚴維著_5. 一字至九字詩聯句,嚴維著,5. 一字至九字詩聯句,賈弇,1
嚴維著_5. 一字至九字詩聯句,嚴維著,5. 一字至九字詩聯句,陳元初,4
嚴維著_5. 一字至九字詩聯句,嚴維著,5. 一字至九字詩聯句,鮑防,4
李益著_6. 宣上人病中相尋聯句,李益著,6. 宣上人病中相尋聯句,李益,21
李益著_6. 宣上人病中相尋聯句,李益著,6. 宣上人病中相尋聯句,廣宣,21
李益著_7. 八月十五夜宣上人獨游安國寺山庭院步人遲…乘興聯句,李益著,7. 八月十五夜宣上人獨游安國寺山庭院步人遲…乘興聯句,李益,21
李益著_7. 八月十五夜宣上人獨游安國寺山庭院步人遲…乘興聯句,李益著,7. 八月十五夜宣上人獨游安國寺山庭院步人遲…乘興聯句,廣宣,21
李益著_8. 重陽夜集蘭陵居與宣上人聯句,李益著,8. 重陽夜集蘭陵居與宣上人聯句,李益,21
李益著_8. 重陽夜集蘭陵居與宣上人聯句,李益著,8. 重陽夜集蘭陵居與宣上人聯句,廣宣,21
李益著_9. 與宣供奉攜癭尊歸杏溪園聯句,李益著,9. 與宣供奉攜癭尊歸杏溪園聯句,李益,21
李益著_9. 與宣供奉攜癭尊歸杏溪園聯句,李益著,9. 與宣供奉攜癭尊歸杏溪園聯句,廣宣,21
李益著_10. 蘭陵僻居聯句,李益著,10. 蘭陵僻居聯句,李益,21
李益著_10. 蘭陵僻居聯句,李益著,10. 蘭陵僻居聯句,廣宣,21
李益著_10. 蘭陵僻居聯句,李益著,10. 蘭陵僻居聯句,杜羔,4
李益著_11. 天津橋南山中各題一句,李益著,11. 天津橋南山中各題一句,韋執中,1
李益著_11. 天津橋南山中各題一句,李益著,11. 天津橋南山中各題一句,賈島,62
李益著_11. 天津橋南山中各題一句,李益著,11. 天津橋南山中各題一句,李益,21
李益著_12. 紅樓下聯句,李益著,12. 紅樓下聯句,李益,21
李益著_12. 紅樓下聯句,李益著,12. 紅樓下聯句,廣宣,21
李益著_12. 紅樓下聯句,李益著,12. 紅樓下聯句,杜羔,4
李益著_13. 賦應門照綠苔,李益著,13. 賦應門照綠苔,李益,21
李益著_13. 賦應門照綠苔,李益著,13. 賦應門照綠苔,法振,1
耿湋著_14. 寄司空曙李端聯句,耿湋著,14. 寄司空曙李端聯句,耿湋,12
耿湋著_14. 寄司空曙李端聯句,耿湋著,14. 寄司空曙李端聯句,李端,25
耿湋著_14. 寄司空曙李端聯句,耿湋著,14. 寄司空曙李端聯句,司空曙,12
耿湋著_15. 連句多暇贈陸三山人,耿湋著,15. 連句多暇贈陸三山人,陸羽,17
耿湋著_15. 連句多暇贈陸三山人,耿湋著,15. 連句多暇贈陸三山人,耿湋,12
李景儉著_16. 道州春日感興,李景儉著,16. 道州春日感興,李景儉,1
李景儉著_16. 道州春日感興,李景儉著,16. 道州春日感興,呂溫,1
李景儉著_16. 道州春日感興,李景儉著,16. 道州春日感興,李景,8
武元衡著_17. 中秋夜聽歌聯句,武元衡著,17. 中秋夜聽歌聯句,柳公綽,1
武元衡著_17. 中秋夜聽歌聯句,武元衡著,17. 中秋夜聽歌聯句,崔備,1
武元衡著_17. 中秋夜聽歌聯句,武元衡著,17. 中秋夜聽歌聯句,武元衡,3
武元衡著_17. 中秋夜聽歌聯句,武元衡著,17. 中秋夜聽歌聯句,裴度,13
裴度著_2. 西池落泉聯句,裴度著,2. 西池落泉聯句,張籍,28
裴度著_2. 西池落泉聯句,裴度著,2. 西池落泉聯句,劉禹錫,21
裴度著_2. 西池落泉聯句,裴度著,2. 西池落泉聯句,白居易,16
裴度著_2. 西池落泉聯句,裴度著,2. 西池落泉聯句,裴度,13
裴度著_3. 首夏猶清和聯句,裴度著,3. 首夏猶清和聯句,張籍,28
裴度著_3. 首夏猶清和聯句,裴度著,3. 首夏猶清和聯句,劉禹錫,21
裴度著_3. 首夏猶清和聯句,裴度著,3. 首夏猶清和聯句,白居易,16
裴度著_3. 首夏猶清和聯句,裴度著,3. 首夏猶清和聯句,裴度,13
裴度著_4. 薔薇花聯句,裴度著,4. 薔薇花聯句,張籍,28
裴度著_4. 薔薇花聯句,裴度著,4. 薔薇花聯句,劉禹錫,21
裴度著_4. 薔薇花聯句,裴度著,4. 薔薇花聯句,白居易,16
裴度著_4. 薔薇花聯句,裴度著,4. 薔薇花聯句,裴度,13
裴度著_5. 喜遇劉二十八偶書兩韻聯句,裴度著,5. 喜遇劉二十八偶書兩韻聯句,李紳,5
裴度著_5. 喜遇劉二十八偶書兩韻聯句,裴度著,5. 喜遇劉二十八偶書兩韻聯句,劉禹錫,21
裴度著_5. 喜遇劉二十八偶書兩韻聯句,裴度著,5. 喜遇劉二十八偶書兩韻聯句,白居易,16
裴度著_5. 喜遇劉二十八偶書兩韻聯句,裴度著,5. 喜遇劉二十八偶書兩韻聯句,裴度,13
裴度著_6. 劉二十八自汝赴左馮，塗經洛中相見聯句,裴度著,6. 劉二十八自汝赴左馮，塗經洛中相見聯句,李紳,5
裴度著_6. 劉二十八自汝赴左馮，塗經洛中相見聯句,裴度著,6. 劉二十八自汝赴左馮，塗經洛中相見聯句,劉禹錫,21
裴度著_6. 劉二十八自汝赴左馮，塗經洛中相見聯句,裴度著,6. 劉二十八自汝赴左馮，塗經洛中相見聯句,白居易,16
裴度著_6. 劉二十八自汝赴左馮，塗經洛中相見聯句,裴度著,6. 劉二十八自汝赴左馮，塗經洛中相見聯句,裴度,13
裴度著_7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,裴度著,7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,劉禹錫,21
裴度著_7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,裴度著,7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,白居易,16
裴度著_7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,裴度著,7. 度自到洛中與樂天為文酒之會時時構詠樂不可…因為聯句,裴度,13
裴度著_8. 宴興化池亭送白二十二東歸聯句,裴度著,8. 宴興化池亭送白二十二東歸聯句,張籍,28
裴度著_8. 宴興化池亭送白二十二東歸聯句,裴度著,8. 宴興化池亭送白二十二東歸聯句,劉禹錫,21
裴度著_8. 宴興化池亭送白二十二東歸聯句,裴度著,8. 宴興化池亭送白二十二東歸聯句,白居易,16
裴度著_8. 宴興化池亭送白二十二東歸聯句,裴度著,8. 宴興化池亭送白二十二東歸聯句,裴度,13
裴度著_9. 西池送白二十二東歸兼寄令狐相公聯句,裴度著,9. 西池送白二十二東歸兼寄令狐相公聯句,張籍,28
裴度著_9. 西池送白二十二東歸兼寄令狐相公聯句,裴度著,9. 西池送白二十二東歸兼寄令狐相公聯句,劉禹錫,21
裴度著_9. 西池送白二十二東歸兼寄令狐相公聯句,裴度著,9. 西池送白二十二東歸兼寄令狐相公聯句,裴度,13
李絳著_10. 杏園聯句,李絳著,10. 杏園聯句,李絳,2
李絳著_10. 杏園聯句,李絳著,10. 杏園聯句,劉禹錫,21
李絳著_10. 杏園聯句,李絳著,10. 杏園聯句,白居易,16
李絳著_11. 花下醉中聯句,李絳著,11. 花下醉中聯句,庾承宣,1
李絳著_11. 花下醉中聯句,李絳著,11. 花下醉中聯句,李絳,2
李絳著_11. 花下醉中聯句,李絳著,11. 花下醉中聯句,白居易,16
李絳著_11. 花下醉中聯句,李絳著,11. 花下醉中聯句,楊嗣複,1
李絳著_11. 花下醉中聯句,李絳著,11. 花下醉中聯句,劉禹錫,21
劉禹錫著_12. 樂天是月長齋鄙夫此時愁臥裏閭非遠雲霧難披因以…驚禪,劉禹錫著,12. 樂天是月長齋鄙夫此時愁臥裏閭非遠雲霧難披因以…驚禪,劉禹錫,21
劉禹錫著_12. 樂天是月長齋鄙夫此時愁臥裏閭非遠雲霧難披因以…驚禪,劉禹錫著,12. 樂天是月長齋鄙夫此時愁臥裏閭非遠雲霧難披因以…驚禪,白居易,16
